PitchNo,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,Batter,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,ContactQuality,PlayResult,OutsonPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Direction,Angle,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,ContactPositionX,ContactPositionY,ContactPositionZ,EffectiveVelo,MaxHeight,MeasuredDuration,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ
145,2,6,Pitcher 1,Left,Team 2,Batter 2,Left,Team 1,Undefined,5,Bottom,1,3,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,NULL,Undefined,NULL,0,NULL,89.15655489,-2.446187715,2.253041021,2280.375245,210.9015753,1:00,6.544685328,-1.715256238,6.553436783,-28.12770552,5.684059999,3.418929686,1.954897316,0.63635203,83.00999359,-7.719146061,2.899172624,0.418509617,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.336161584,3.725256445,1.558490681,50,6.363658104,-5.20595984,-129.8146046,-6.361398463,-2.308318504,24.01963505,-25.73839101,NULL,NULL,NULL,90.0633461,NULL,NULL,-0.578727584,1.680094173,-0.737890395
146,3,1,Pitcher 1,Left,Team 2,Batter 3,Right,Team 1,Undefined,5,Bottom,2,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,98.21197229,-4.644663396,0.993378938,2484.199676,160.2696923,11:15,6.639728169,-1.627231025,6.399174736,-10.7412878,17.70654721,-6.358939805,1.463774081,-1.243627332,89.88033129,-6.666001731,-0.214648286,0.383880568,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.76998603,11.02395955,1.559078915,50,6.301526589,-2.266611914,-142.6075872,-11.93575232,7.761766098,32.86757789,-9.477573081,NULL,NULL,NULL,98.187769,NULL,NULL,-1.271598078,1.14676856,1.255369041
147,3,2,Pitcher 1,Left,Team 2,Batter 3,Right,Team 1,Undefined,5,Bottom,2,1,0,Curveball,Curveball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,82.82378885,-2.36018832,2.305772997,2712.916114,329.591004,5:00,6.670939218,-1.625661032,6.023831255,-48.07180244,-7.371833072,4.306663059,0.476263568,0.869671929,76.48428765,-11.2995921,3.119359839,0.459164771,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.649256184,-3.296267355,1.443091212,50,6.460215193,-4.972077666,-120.3509452,-6.372430739,-2.4018199,24.90182521,-36.97441893,NULL,NULL,NULL,82.08899925,NULL,NULL,2.725829957,0.735266468,-0.798592791
148,3,3,Pitcher 1,Left,Team 2,Batter 3,Right,Team 1,Undefined,5,Bottom,2,2,0,ChangeUp,ChangeUp,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,87.04350142,-3.192660462,3.308757729,1683.695174,118.4428109,10:00,6.392064897,-2.032132691,6.731600664,-28.15371934,7.413341734,-13.74099871,1.120856665,-0.150605559,80.44311125,-8.505810328,0.692360933,0.429235377,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.505941548,4.962385705,1.819752276,50,6.170280596,-6.945422094,-126.5214067,-7.825536911,13.85462806,24.63957579,-24.09122694,NULL,NULL,NULL,87.81283777,NULL,NULL,0.942831432,1.049757968,0.144991354
149,3,4,Pitcher 1,Left,Team 2,Batter 3,Right,Team 1,Undefined,5,Bottom,2,3,0,Fastball,Fastball,InPlay,Undefined,GroundBall,NULL,Out,NULL,0,NULL,97.56994341,-4.390180637,2.249099258,2352.423349,164.9625295,11:30,6.513495085,-1.679480612,6.950741958,-9.983515568,18.04004524,-4.852741478,1.676053171,-0.036401652,89.93960314,-6.284036803,1.322174322,0.381007195,95.79538761,-13.39086475,-6.609337027,NULL,NULL,NULL,NULL,13.97168152,13.20273809,-12.74962347,0.096046753,3.292377095,11.22292339,1.541821487,50,6.237226169,-5.430830519,-141.8201402,-11.18250788,6.755744069,30.15395206,-9.145338315,0.77803725,1.575494657,-0.036741251,98.92825381,1.575494657,0.090536325,1.122301576,1.64359789,0.029622878
150,1,1,Pitcher 1,Right,Team 1,Batter 9,Left,Team 2,Undefined,6,Top,0,0,0,Fastball,Fastball,InPlay,Undefined,LineDrive,NULL,Single,NULL,0,NULL,93.69287945,-2.997905303,-2.349560189,2552.915701,213.7316323,1:00,5.762150109,0.958523856,6.244008075,-13.84320459,17.40402451,11.63832948,1.83896697,-0.239642443,86.01811244,-5.602147009,-0.150768652,0.402325235,106.3006511,6.373234642,12.08605599,816.1564448,109.159532,20.26560017,13.56980871,299.7093291,299.7093291,7.842399067,2.639622803,-6.975210259,10.29465531,-0.789709112,50,5.532160062,5.215927735,-136.2183205,-7.583795085,-13.16204503,28.72280291,-12.74829483,1.109363767,1.795980769,0.195209181,93.68633434,23.96332966,2.651494283,1.42315527,1.83960341,0.239625351
151,2,1,Pitcher 1,Right,Team 1,Batter 1,Left,Team 2,Undefined,6,Top,0,0,0,ChangeUp,ChangeUp,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,87.38642312,-3.404295838,-2.40132905,1758.478372,243.1171213,2:00,5.680284371,1.162923395,6.279605593,-28.32002627,7.333489307,14.52446303,0.176429193,0.158936585,81.32589145,-8.681065505,0.334418973,0.429756742,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.50606411,4.829884595,-0.993125212,50,5.414996189,4.89447002,-127.0639448,-8.411490606,-14.07487518,23.07990587,-24.18210047,NULL,NULL,NULL,87.70630657,NULL,NULL,-1.499066846,-0.277274661,-0.180320832
152,2,2,Pitcher 1,Right,Team 1,Batter 1,Left,Team 2,Undefined,6,Top,0,1,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,92.65771981,-3.213536996,-1.540766785,2323.026209,220.8299992,1:15,5.658187571,1.016909166,6.81105616,-16.95385765,14.14199528,12.24237932,1.309441964,0.631091119,85.66877035,-6.421443947,0.791921666,0.401349527,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.201383988,8.681573259,-0.922394591,50,5.444471584,3.28315082,-134.9022124,-8.055299969,-13.38985664,26.87915046,-16.03200953,NULL,NULL,NULL,93.91409237,NULL,NULL,0.599004372,1.216998468,-0.642688826
153,2,3,Pitcher 1,Right,Team 1,Batter 1,Left,Team 2,Undefined,6,Top,0,1,1,Curveball,Curveball,InPlay,Undefined,LineDrive,NULL,Double,NULL,0,NULL,80.58831585,0.60791244,-0.152590472,2160.419817,37.14921592,7:15,5.680926338,1.109048883,6.236735354,-55.84316267,-13.55627505,-10.24412734,1.588058729,0.1146299,74.54103116,-9.871974985,-2.093499719,0.468030741,104.4475234,15.73966687,17.18647915,1404.359433,105.3075854,30.02275778,31.78305872,342.356997,341.2928413,21.12237786,3.299608765,5.55310703,-7.577374195,-1.092588951,50,5.698327881,0.594714053,-117.3729831,-0.29254227,7.7342124,22.54753468,-42.72760373,2.401959732,1.722152074,-0.2140154,80.53397613,38.74957729,3.285968647,2.619273716,1.794575747,-0.158057936
154,3,1,Pitcher 1,Right,Team 1,Batter 2,Right,Team 2,Undefined,6,Top,0,0,0,Slider,Slider,InPlay,Undefined,LineDrive,NULL,Double,NULL,2,NULL,83.95859987,-0.721212515,-1.154221765,2337.725792,132.1747246,10:30,5.691058168,1.215593428,5.8583668,-37.00547636,1.907238025,-2.141078465,1.937126143,-0.035190113,78.43663203,-7.578702983,-1.553487556,0.448969958,91.33232123,29.31937798,22.44962441,4931.218897,91.15898541,37.94799942,61.56282287,299.1608644,293.2709781,43.53910298,3.651051636,0.883344258,1.188955353,-1.120809049,50,5.610731151,2.531766168,-122.3370025,-2.697579108,1.361440871,20.29307624,-30.34158924,0.791023529,1.847359956,-0.015145895,83.95300372,45.47294962,3.549673682,1.062637716,1.889845765,0.044800645
155,4,1,Pitcher 1,Right,Team 1,Batter 3,Left,Team 2,Undefined,6,Top,0,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,92.96486712,0.512034257,-0.141819354,2288.915466,211.5338573,1:00,5.728192202,1.096216422,6.273292019,-15.36235668,16.50102901,10.14156701,4.919956416,1.810630561,84.40911983,-2.406052014,1.785713539,0.406272549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.595725407,8.884641025,-1.09071045,50,5.758458657,0.016471053,-135.3691631,0.727178803,-10.31789227,31.28878574,-15.79176346,NULL,NULL,NULL,92.77608503,NULL,NULL,-2.354386704,4.753406138,-1.933494124
156,4,2,Pitcher 1,Right,Team 1,Batter 3,Left,Team 2,Undefined,6,Top,0,1,0,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,92.59736704,-0.521398907,-2.679072189,2209.739627,221.508898,1:30,5.76550601,1.021436537,6.645852478,-17.40867721,14.19520566,12.58611408,3.837059863,-0.3834137,84.42362633,-3.84186341,-0.276617136,0.404614777,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.742783465,8.020563255,-0.846294715,50,5.72319536,5.942573203,-134.8021257,-1.73320713,-14.21411155,29.93907687,-17.44999211,NULL,NULL,NULL,93.15620343,NULL,NULL,-2.436731202,3.56874772,0.39512133
157,4,3,Pitcher 1,Right,Team 1,Batter 3,Left,Team 2,Undefined,6,Top,0,2,0,Fastball,Fastball,InPlay,Undefined,GroundBall,NULL,Out,NULL,0,NULL,92.45245878,-1.934261101,-2.558278129,2298.165996,204.6893275,12:45,5.803435505,1.047408721,6.434113383,-14.53253479,17.45089588,8.034840043,2.812544798,-0.635392054,84.37138587,-4.690558268,-1.031192843,0.407037143,83.67234728,22.048052,-2.04929431,NULL,NULL,NULL,NULL,32.25458632,31.44982904,21.62661107,0.268129272,-5.145998288,10.15059564,-0.869414005,50,5.659348877,5.765513183,-134.49079,-4.987059407,-9.408113912,29.66394157,-13.61633542,0.655345813,2.747134414,0.585838407,92.60181083,2.747134414,0.261540115,0.78183155,2.760235761,0.646701116
158,5,1,Pitcher 1,Right,Team 1,Batter 4,Right,Team 2,Undefined,6,Top,1,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,92.81063738,-2.535267663,-2.632290296,2382.43678,205.4253639,12:45,5.721774273,1.013383204,6.472321194,-14.12025334,17.71227777,8.432639058,2.213133097,-0.702660749,84.41346325,-5.217913931,-1.025398759,0.406075796,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.427427996,10.51744565,-0.831984643,50,5.536934268,5.949523497,-134.9244998,-6.405033958,-9.946459094,30.9595631,-12.89947816,NULL,NULL,NULL,92.82103705,NULL,NULL,-1.084056238,1.981471913,0.745477452
159,5,2,Pitcher 1,Right,Team 1,Batter 4,Right,Team 2,Undefined,6,Top,1,0,1,Slider,Slider,InPlay,Undefined,LineDrive,NULL,Double,NULL,1,NULL,85.45683345,-0.43246867,-1.116658442,2339.923733,133.373943,10:30,5.736413522,1.155465148,5.738437629,-36.03806839,1.85869012,-2.000753626,2.330509669,-0.051054107,79.3798446,-7.11880703,-1.48985031,0.443070209,107.2308894,-11.18177705,12.03103459,645.4639504,107.8082709,18.59096117,-21.8476848,272.7349739,272.7349739,-12.79483347,2.314891357,0.797804692,1.099439386,-1.06141903,50,5.678227501,2.490797265,-124.4641088,-2.106187251,1.266524992,22.16820749,-30.42867469,1.623653521,2.354242389,-0.01352474,85.07088881,20.01956456,2.317774389,1.754960727,2.372631129,0.042263437
160,6,1,Pitcher 2,Left,Team 1,Batter 5,Left,Team 2,Undefined,6,Top,1,0,0,Fastball,Cutter,StrikeCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,88.50894858,-0.67271686,3.050439841,2015.766355,176.3509286,12:00,5.481649251,-3.258386358,5.406005428,-28.56789892,7.521301593,-0.481587206,2.469835627,-0.438022953,81.46038376,-5.960857339,2.961058424,0.432374576,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.056185672,4.157964484,2.987258788,50,5.401932577,-6.837358436,-128.6211679,-2.517144697,1.778899005,25.32449453,-25.17092488,NULL,NULL,NULL,87.17528418,NULL,NULL,-1.223130315,2.186920899,0.301592661
161,6,2,Pitcher 2,Left,Team 1,Batter 5,Left,Team 2,Undefined,6,Top,1,0,1,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,73.56310578,1.946784613,1.721789559,2445.099489,276.6018244,3:15,5.321517709,-3.215390394,5.381742357,-55.61878073,-2.363230425,20.03535021,2.512808177,0.068488915,66.95632518,-8.40858905,5.472375957,0.525235361,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-10.09475431,-1.887714463,3.047759886,50,5.457327362,-3.787155292,-106.7753765,2.027888792,-11.47027248,21.09033835,-34.31898429,NULL,NULL,NULL,71.76283117,NULL,NULL,-0.43177387,2.23144987,-0.248048903
162,6,3,Pitcher 2,Left,Team 1,Batter 5,Left,Team 2,Undefined,6,Top,1,0,2,Curveball,Curveball,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,74.7318895,1.659499703,1.665914881,2502.596562,267.6324779,3:00,4.651402542,-3.450446808,5.102284021,-51.03487689,0.805332961,20.52426685,1.963087401,-0.170112142,68.31551588,-7.771960544,5.476817321,0.518208931,97.84426633,55.94477105,-8.338621171,NULL,NULL,NULL,NULL,16.68192015,15.47918495,45.98302339,0.103551636,-10.2795561,-0.083160575,3.27784274,50,4.76901617,-3.786169313,-108.4927944,1.576100025,-12.13808139,20.63259055,-32.27224441,3.585960868,2.169979809,0.326653859,72.73586818,2.169979809,0.095735345,3.798870807,2.279564718,0.394438591
163,6,4,Pitcher 2,Left,Team 1,Batter 5,Left,Team 2,Undefined,6,Top,1,0,2,Fastball,Cutter,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,88.75341873,-2.078685821,4.522062841,2087.215952,187.186182,12:15,5.49083118,-3.116104999,5.60450422,-28.48350295,6.921257426,0.876385303,1.170085903,1.186523122,82.81435212,-7.311127702,4.683766168,0.428254907,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.572229451,4.15682313,2.728353422,50,5.294025246,-10.21931579,-128.8311881,-5.670990872,0.978309248,22.43952804,-25.06735647,NULL,NULL,NULL,88.0138812,NULL,NULL,1.346389421,1.161034307,-1.192281065
164,6,5,Pitcher 2,Left,Team 1,Batter 5,Left,Team 2,Undefined,6,Top,1,1,2,Curveball,Curveball,InPlay,Undefined,LineDrive,NULL,Single,NULL,1,NULL,73.89681879,1.101622379,2.497981321,2549.808487,280.346163,3:15,5.235338227,-3.331770081,5.570625583,-55.8048816,-3.856181462,20.88512902,1.614922381,0.743183439,68.15724998,-9.234591778,6.393752489,0.518750897,75.57779188,20.16949514,17.09243329,1074.223029,104.0808321,19.90799993,35.59747484,206.8121403,206.1000944,19.33960209,2.344302368,-10.41250137,-2.385589849,3.10320215,50,5.294088774,-5.275060956,-107.359583,0.486117975,-12.07689503,19.67093771,-34.9409647,4.034446689,2.01094789,-0.506735003,72.65987726,19.90811143,2.334687598,4.190110612,2.05348496,-0.438078515
165,7,1,Pitcher 2,Left,Team 1,Batter 6,Right,Team 2,Undefined,6,Top,1,0,0,Undefined,Undefined,BallIntentional,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
166,7,2,Pitcher 2,Left,Team 1,Batter 6,Right,Team 2,Undefined,6,Top,1,1,0,Undefined,Undefined,BallIntentional,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
167,7,3,Pitcher 2,Left,Team 1,Batter 6,Right,Team 2,Undefined,6,Top,1,2,0,Undefined,Undefined,BallIntentional,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
168,7,4,Pitcher 2,Left,Team 1,Batter 6,Right,Team 2,Undefined,6,Top,1,3,0,Undefined,Undefined,BallIntentional,Walk,Undefined,NULL,Undefined,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
169,8,1,Pitcher 2,Left,Team 1,Batter 7,Left,Team 2,Undefined,6,Top,1,0,0,Fastball,Cutter,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,89.765129,-2.575984642,5.476828344,2266.019602,180.0761298,12:00,5.582021206,-3.154965965,5.486185678,-24.90716647,10.38837705,0.013842325,1.084044494,1.985129504,82.68138726,-7.163199031,5.479385903,0.427593855,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.44926116,6.20245545,2.674228072,50,5.338639451,-12.45727375,-129.9194064,-6.74467825,2.488102943,26.08153719,-21.52562432,NULL,NULL,NULL,88.14994901,NULL,NULL,-1.80184735,0.668680974,-2.293873499
170,8,2,Pitcher 2,Left,Team 1,Batter 7,Left,Team 2,Undefined,6,Top,1,1,0,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,74.79579184,1.019516895,2.062602116,2566.77244,282.7711257,3:30,5.241984381,-3.268594155,5.323585434,-55.87686719,-4.279785041,18.69173581,1.542896932,0.225194599,68.28575196,-9.344589299,5.556135552,0.516992318,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-9.250308225,-2.600530602,3.06904674,50,5.294940926,-4.463490207,-108.5792922,0.280276811,-10.87157526,21.76623962,-35.23036446,NULL,NULL,NULL,72.90703408,NULL,NULL,-1.374035639,1.065776196,-0.501929635
171,8,3,Pitcher 2,Left,Team 1,Batter 7,Left,Team 2,Undefined,6,Top,1,1,1,Sinker,Sinker,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,89.57537647,-0.970176179,5.391486098,2022.125275,90.75559378,9:00,5.431408986,-3.158634942,5.597922929,-35.44345876,0.160198775,-14.39845188,1.568019983,0.689334894,81.46600716,-7.583107049,2.699272147,0.429456149,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.320067976,0.37789056,2.705205415,50,5.325335711,-11.7495576,-129.6842519,-3.411510485,15.75194005,29.03702895,-31.53537194,NULL,NULL,NULL,87.76769542,NULL,NULL,0.087606139,1.388647431,-0.751084783
172,8,4,Pitcher 2,Left,Team 1,Batter 7,Left,Team 2,Undefined,6,Top,1,2,1,Fastball,Cutter,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,88.61784567,-1.358681655,4.396509176,2204.914108,181.3182661,12:00,5.623778738,-3.098856866,5.329430298,-29.8751269,6.351874327,0.146865522,1.85549182,1.046224602,81.7025143,-6.861287319,4.42364096,0.433199265,62.65988898,-54.56979585,0.663624475,4723.471885,NULL,NULL,NULL,35.13391905,35.13391905,-57.21604409,0.388780518,1.076076082,3.709757194,2.701215741,50,5.479484453,-9.888150883,-128.5424531,-4.12084441,1.810530676,25.24520404,-25.93226946,-0.043337548,1.678643349,-1.18163445,87.00932701,1.698734362,0.393835956,0.165041093,1.702819593,-1.143059401
173,8,5,Pitcher 2,Left,Team 1,Batter 7,Left,Team 2,Undefined,6,Top,1,2,2,Curveball,Curveball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,75.32212792,1.254039783,4.066028752,2682.019173,279.4124151,3:15,5.279405434,-3.332066866,5.525594191,-53.70016419,-3.069630429,18.2625107,1.979762116,1.996958453,68.86600339,-8.714861017,7.470283992,0.512127116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.452174384,-2.042621766,2.966524451,50,5.353471815,-8.287289362,-109.178017,0.848222766,-10.05368019,21.82667287,-34.60370335,NULL,NULL,NULL,73.59965007,NULL,NULL,-1.255121125,1.552789836,-2.35202903
174,8,6,Pitcher 2,Left,Team 1,Batter 7,Left,Team 2,Undefined,6,Top,1,3,2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,NULL,Undefined,NULL,0,NULL,74.94696208,0.873920518,2.890246472,2662.051043,278.1470465,3:15,5.271975762,-3.275225654,5.547203314,-53.51656126,-2.606044389,17.90726889,1.629941083,0.919933054,68.57405583,-9.073326499,6.240652274,0.513541176,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.653665433,-1.670724913,3.013550858,50,5.312887641,-6.005652873,-108.7951945,0.128869957,-10.23140826,21.50040052,-34.1493813,NULL,NULL,NULL,73.39698989,NULL,NULL,0.466699017,1.475585732,-1.024398283
175,9,1,Pitcher 3,Right,Team 1,Batter 8,Right,Team 2,Undefined,6,Top,2,0,0,Sinker,Sinker,StrikeCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,85.22683619,4.409255985,-5.457516282,2242.813581,297.9927741,4:00,1.808313015,3.484995664,6.514327743,-45.04536905,-7.237348054,13.55629375,2.126497474,-0.407794779,77.69079318,-4.112665709,-2.894570849,0.442551168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.948951621,-5.186341046,-3.110192101,50,2.097136416,11.40800833,-123.2957658,8.315118548,-13.81517787,23.85347596,-40.18059805,NULL,NULL,NULL,85.17066334,NULL,NULL,-0.927286559,1.948772518,0.523611499
176,9,2,Pitcher 3,Right,Team 1,Batter 8,Right,Team 2,Undefined,6,Top,2,0,1,Slider,Cutter,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,79.23387935,2.545136732,-2.850931815,2207.051527,201.5279943,12:45,2.055845818,3.513178664,6.250303586,-37.06824753,6.626306326,2.628287181,1.318176943,1.101157423,72.65453776,-4.446545477,-2.354977595,0.475756985,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.19515023,2.937153847,-3.302855537,50,2.226527282,5.665401798,-115.1937918,4.123086974,-2.961308049,20.60261885,-28.2117606,NULL,NULL,NULL,79.22611276,NULL,NULL,-1.150663586,1.109603222,-0.996196492
177,9,3,Pitcher 3,Right,Team 1,Batter 8,Right,Team 2,Undefined,6,Top,2,1,1,Sinker,Sinker,InPlay,Undefined,GroundBall,NULL,Out,NULL,0,NULL,85.36624437,3.437118865,-5.668625746,2295.356377,288.5377902,3:30,2.122073086,3.427343011,6.738034573,-42.1186188,-4.781623297,14.16664258,1.77155433,-0.587910976,77.86266959,-4.570702737,-2.978637704,0.4397858,66.66424628,11.57151067,-53.68824619,NULL,NULL,NULL,NULL,2.474421611,2.348546798,19.07724458,0.021963501,-9.431614413,-3.604361508,-3.059547975,50,2.332427624,11.90120831,-123.630275,6.360734758,-14.61949156,24.2978152,-37.76099585,1.092574819,1.731033384,0.553617331,85.70621553,1.731033384,0.019797053,1.226691821,1.756291075,0.597777458
178,1,1,Pitcher 1,Left,Team 2,Batter 4,Right,Team 1,Undefined,6,Bottom,0,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,95.85010597,-3.677591833,1.342005578,2461.739819,147.3863685,11:00,6.554367358,-2.014933893,6.765684839,-12.94541589,16.4239163,-10.52471182,2.111975753,-1.666363328,87.78847706,-6.135529538,-0.670602222,0.390048448,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.23280111,10.16869976,1.931562631,50,6.309223585,-2.958100795,-139.4140094,-9.341936335,12.26507286,31.38601334,-12.16380898,NULL,NULL,NULL,96.63511474,NULL,NULL,-1.170506015,1.830655723,1.699238403
179,1,2,Pitcher 1,Left,Team 2,Batter 4,Right,Team 1,Undefined,6,Bottom,0,1,0,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,93.79249637,-2.473719009,1.044383649,2405.090129,152.7032564,11:00,6.651905216,-1.959272674,6.751400695,-13.25021485,17.37262167,-8.978608275,3.286532849,-1.753481373,85.81486786,-4.996519053,-0.672490796,0.398285253,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.287995762,10.3587064,1.894467296,50,6.484722062,-2.231805229,-136.5843958,-6.282540081,9.984343143,30.2205875,-12.61562154,NULL,NULL,NULL,94.63663606,NULL,NULL,-1.927091118,2.988714923,1.796430339
180,1,3,Pitcher 1,Left,Team 2,Batter 4,Right,Team 1,Undefined,6,Bottom,0,2,0,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,80.35028682,-1.249894242,1.455630397,2592.75728,333.8134349,5:15,6.697914047,-1.807330867,6.077885786,-56.76622665,-13.91665122,6.826214473,0.810536723,0.108442345,74.77540499,-11.79708814,2.744130107,0.471134361,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.296164196,-7.205561254,1.691321845,50,6.571141809,-3.164625074,-116.9372612,-4.158249843,-4.556509728,22.39282367,-42.13478109,NULL,NULL,NULL,80.00345467,NULL,NULL,1.659275254,0.861145833,-0.096828333
